user_id,default_flag,age,sex,number_dependents,month_salary,total_loan,sum_real_estate,sum_others,more_90_days_overdue,using_lines_not_secured_personal_assets,number_times_delayed_payment_loan_30_59_days,debt_ratio
29947,0,38,M,3,3340,3,0,3,0,0.576443698,0,0.281053577
31102,0,49,M,1,3400,3,0,3,0,0.003066258,0,0.131137901
2575,0,70,M,0,1000,3,0,3,0,0.9999999,0,0.374625375
3247,0,28,M,1,2100,3,0,3,0,1.0,0,0.216087577
5769,0,60,M,0,2000,3,0,3,0,0.001533231,0,0.0
8507,0,34,M,4,2478,3,0,3,0,0.881917878,0,0.213392497
9472,0,42,M,2,3800,3,0,3,0,0.0,0,0.002104709
9493,0,25,F,0,3400,3,0,3,0,0.04266517,0,0.010585122
9590,0,38,F,0,8500,3,0,3,0,0.344327836,0,0.00294083
9895,0,76,M,0,2000,3,0,3,0,0.0,0,0.0
11082,0,22,M,0,1300,3,0,3,0,0.9999999,0,0.396617986
11619,0,43,F,1,800,3,0,3,1,0.984776403,0,0.037453184
17150,0,25,F,0,2184,3,0,3,0,0.9999999,0,0.100228833
20545,0,69,M,0,4200,3,0,3,0,0.281157295,0,0.059985718
20860,0,48,M,0,3666,3,0,3,0,0.0,1,0.0
32513,0,64,F,2,6917,3,0,3,0,0.025592597,0,0.007516623
32516,0,41,F,0,5000,3,0,3,0,0.481272245,1,0.073785243
3079,0,58,F,1,3916,3,0,3,0,0.74385123,0,0.06637733
4636,0,68,F,0,3166,3,0,3,0,0.017522975,0,0.091253552
5936,0,36,F,1,7166,3,0,3,0,0.415879206,0,0.034603042
6564,0,29,F,0,2500,3,0,3,0,0.877252993,0,0.146341463
9206,0,82,F,0,12000,3,0,3,0,0.9999999,0,0.0
9395,0,38,M,1,4500,3,0,3,0,0.614385614,2,0.125749833
10688,0,52,M,0,9000,3,0,3,0,1.00745319,1,0.032218642
11019,0,75,F,0,1500,3,0,3,0,0.003599897,0,0.001998668
12333,0,44,F,0,2404,3,0,3,0,0.50234487,0,0.373804574
13037,0,29,M,0,5000,3,0,3,0,0.034487963,0,0.089182164
13334,0,49,M,1,4650,3,0,3,0,0.598985738,0,0.162115674
13806,0,53,F,0,2039,3,0,3,0,0.321770697,0,0.140196078
14469,0,61,M,0,2400,3,0,3,0,0.0,1,0.307788421
14685,0,30,M,0,6000,3,0,3,0,0.075092491,0,0.003666056
16007,0,49,M,0,1800,3,0,3,0,0.009776691,0,0.105496946
17123,0,24,M,0,3166,3,0,3,0,0.989717224,0,0.086517209
17866,0,38,F,0,1500,3,0,3,0,0.9999999,0,0.443704197
19814,0,59,M,3,5409,3,0,3,0,1.017196561,0,0.028096118
21737,0,40,M,3,4400,3,0,3,0,0.9999999,0,0.166553056
21749,0,63,M,1,13824,3,0,3,0,0.003068409,0,0.022061483
22383,0,51,M,0,2050,3,0,3,0,0.9999999,0,0.306192101
24672,0,58,M,0,5000,3,0,3,0,0.897291402,3,0.029594081
25756,0,61,F,0,6500,3,0,3,0,0.02919927,0,0.005383787
26642,0,25,M,0,4000,3,0,3,0,0.101977338,1,0.005498625
28132,0,65,M,1,8000,3,0,3,0,0.110446956,0,0.018372703
28672,0,26,M,0,3995,3,0,3,0,0.0,1,0.13013013
29884,0,63,F,0,3200,3,0,3,0,0.041998576,0,0.011558888
30352,0,30,M,0,1850,3,0,3,0,0.525423729,0,0.139384117
31059,0,82,F,0,5223,3,0,3,0,0.01623935,0,0.053407351
34705,0,51,M,0,4104,3,0,3,0,0.9999999,1,0.073325213
34717,0,36,M,2,4300,3,0,3,0,0.672173113,0,0.204371076
35113,0,30,F,0,7190,3,0,3,0,0.693723349,1,0.12334863
35984,0,42,F,0,1200,3,0,3,0,0.974605079,1,0.130724396
458,0,48,F,1,11000,3,0,3,0,0.235850189,0,0.106263067
1440,0,58,M,0,833,3,0,3,0,0.127721467,0,0.116306954
3163,0,25,M,0,2200,3,0,3,0,1.279069767,1,0.178555202
4107,0,60,M,0,3333,3,0,3,0,0.064607522,0,0.01019796
7233,0,52,F,4,6600,3,0,3,0,0.620277564,0,0.079684896
8624,0,40,F,3,4200,3,0,3,0,0.727708533,0,0.175196382
9383,0,56,M,0,4000,3,0,3,0,0.0,0,0.0
12376,0,61,F,0,4000,3,0,3,0,0.955037575,0,0.078730317
12408,0,76,M,0,15000,3,0,3,0,0.9999999,0,0.044197054
12608,0,42,M,2,5309,3,0,3,0,0.692450904,1,0.064971751
14453,0,27,F,0,2746,3,0,3,3,0.077792264,1,0.206042956
18438,0,74,F,0,5858,3,0,3,0,0.764165391,0,0.04318143
21161,0,33,F,1,4700,3,0,3,0,0.274945011,0,0.089555414
23130,0,39,F,1,5136,3,0,3,0,0.358565737,0,0.064239829
29997,0,29,M,0,500,3,0,3,0,0.026305669,0,0.01996008
31225,0,28,M,0,3350,3,0,3,0,0.081783643,0,0.162936437
51,0,65,M,0,3750,3,0,3,0,0.079321709,0,0.022127433
455,0,27,M,0,3400,3,0,3,0,0.0,0,0.089385475
3395,0,80,M,0,1600,3,0,3,0,0.004957775,0,0.003747658
4978,0,62,F,0,5833,3,0,3,0,0.010399653,0,0.001542681
6216,0,68,F,0,6000,3,0,3,0,0.003326933,0,0.000666556
6813,0,25,F,2,2376,3,0,3,0,0.9999999,0,0.227597812
7193,0,52,F,0,7094,3,0,3,0,0.0,1,0.048484848
7522,0,91,M,0,4200,3,0,3,0,0.000714265,1,0.0
11299,0,84,F,0,1136,3,0,3,0,0.036609752,0,0.155672823
15346,0,30,F,0,1500,3,0,3,0,0.05532104,0,0.004663558
17760,1,30,M,0,6200,3,0,3,2,0.9999999,1,0.072891469
19706,0,35,F,0,5495,3,0,3,0,0.975248441,0,0.163391557
19891,0,32,M,2,6000,3,0,3,0,0.99340066,0,0.120646559
21593,0,60,F,0,4970,3,0,3,0,0.959760015,0,0.218668276
22567,0,42,M,2,4000,3,0,3,0,0.128434863,0,0.023994001
23940,0,30,M,0,3235,3,0,3,0,0.9999999,0,0.103831891
30865,0,51,M,8,6083,3,0,3,3,0.9999999,1,0.022189349
31243,0,37,M,0,9416,3,0,3,0,0.9999999,0,0.077200807
33101,0,34,F,0,3637,3,0,3,0,0.010913311,0,0.003573392
34149,0,77,M,0,5000,3,0,3,0,0.0,0,0.0
2685,0,30,M,0,6500,3,0,3,0,0.07293595,0,0.017074296
2808,0,72,M,0,2000,3,0,3,0,0.048248794,0,0.028485757
3271,0,61,M,0,3610,3,0,3,3,0.822355289,1,0.148712268
6064,0,38,F,0,1500,3,0,3,0,1.022195561,1,0.293137908
7342,0,29,M,0,7081,3,0,3,0,0.788442312,0,0.071731149
7434,0,59,M,0,4656,3,0,3,0,0.188643972,0,0.027700236
10255,0,68,M,0,2863,3,0,3,0,0.143544923,0,0.021298883
10885,0,45,M,2,6300,3,0,3,0,0.846420477,0,0.103475639
11124,0,61,F,1,5500,3,0,3,0,0.043284478,0,0.089801854
11661,0,51,F,2,7800,3,0,3,1,0.9999999,0,0.059607743
13638,0,26,F,0,735,3,0,3,0,0.9999999,0,0.706521739
16898,0,56,F,1,2750,3,0,3,0,0.02536242,0,0.011632134
17176,0,57,F,0,7800,3,0,3,0,0.04266188,0,0.008204076
17802,0,30,M,0,3916,3,0,3,0,0.874356282,0,0.193770743
20156,0,27,F,0,4500,3,0,3,0,0.9999999,0,0.098644746
20624,0,71,F,0,3400,3,0,3,0,0.032672796,0,0.081740665
24131,0,24,M,0,3450,3,0,3,0,0.433805162,0,0.07244277
24250,0,30,F,0,800,3,0,3,0,0.918901762,0,0.644194757
25689,0,28,M,0,6246,3,0,3,0,0.1850974,0,0.046262206
25694,0,71,M,0,2500,3,0,3,0,0.0,0,0.0
27492,0,40,M,2,2330,3,0,3,2,0.9999999,1,0.477048477
29721,0,66,F,0,2200,3,0,3,0,0.0,0,0.148114493
33198,0,69,F,0,800,3,0,3,0,0.023236231,0,0.031210986
33808,0,38,M,2,4200,3,0,3,0,0.334596358,0,0.022613663
594,0,80,M,0,4640,3,0,3,0,0.022649434,0,0.005817712
3829,0,72,M,0,2500,3,0,3,0,0.008066129,0,0.00119952
4296,0,79,F,0,1666,3,0,3,0,0.206384984,0,0.25254949
6871,0,26,M,0,2620,3,0,3,0,1.001175779,0,0.091949638
6927,0,52,M,0,3535,3,0,3,0,0.407424351,0,0.16459276
7382,0,26,M,3,4500,3,0,3,0,0.9999999,0,0.051766274
10012,0,68,M,1,9400,3,0,3,0,0.087037598,0,0.011913626
14535,0,65,M,0,1629,3,0,3,0,0.226071126,0,0.161349693
15309,0,27,M,0,2200,3,0,3,0,0.9999999,0,0.069513857
15446,0,76,F,0,9333,3,0,3,0,0.014061516,0,0.003428327
19273,0,42,F,1,8981,3,0,3,0,0.136332652,0,0.058672901
21159,0,45,F,1,5719,3,0,3,0,0.2057395,0,0.075174825
32989,0,50,M,0,2800,3,0,3,0,0.0,0,0.116387005
34719,0,27,F,0,2600,3,0,3,0,0.307051638,0,0.352556709
1674,0,26,M,0,3400,3,0,3,0,0.764471058,2,0.295207292
1864,0,55,F,1,4300,3,0,3,0,0.0,0,0.149965124
2028,0,78,M,0,10000,3,0,3,0,0.12625538,0,0.00869913
3662,0,61,M,0,3181,3,0,3,0,0.009436177,0,0.001885607
5253,0,49,F,3,4166,3,0,3,0,0.046776954,0,0.009839213
5465,0,22,M,0,1500,3,0,3,0,0.304898367,0,0.196535643
9029,0,87,M,1,3333,3,0,3,0,0.058138183,0,0.022195561
11459,0,51,F,0,1200,3,0,3,1,0.9999999,0,0.069109076
16266,0,40,F,0,1100,3,0,3,0,0.052022571,0,0.059037239
19885,0,50,M,0,7465,3,0,3,0,0.048567777,0,0.00241093
20139,0,24,F,0,3800,3,0,3,0,0.0,0,0.136806104
21356,0,34,F,0,3400,3,0,3,0,0.900026309,2,0.187885916
24014,0,41,M,3,3500,3,0,3,0,0.035020129,0,0.006569552
24663,0,40,M,4,3828,3,0,3,0,0.377800623,0,0.181248368
26784,0,39,F,0,10000,3,0,3,0,0.9999999,0,0.082791721
29557,0,33,M,0,3112,3,0,3,0,0.894463174,0,0.254416961
30526,0,60,F,0,3656,3,0,3,0,0.0,0,0.0
31390,0,66,F,0,7500,3,0,3,0,0.977411477,0,0.045860552
33717,0,72,M,0,5000,3,0,3,0,0.378547621,0,0.022395521
35137,0,40,M,3,10000,3,0,3,0,0.037927668,1,0.00469953
1305,0,33,M,3,5300,3,0,3,0,0.265466744,0,0.023203169
4228,0,31,M,0,3000,3,0,3,0,0.371670089,1,0.139286904
4556,0,38,F,0,1950,3,0,3,0,0.463341666,0,0.385443362
6702,0,36,M,1,1700,3,0,3,0,0.9999999,0,0.689006467
12865,0,49,M,0,3629,3,0,3,0,0.9999999,0,0.114600551
13889,0,58,M,0,3700,3,0,3,0,0.012524687,0,0.004052959
15155,0,29,M,2,1200,3,0,3,1,0.661146696,0,0.114904246
15172,0,85,M,0,15000,3,0,3,0,0.079147899,0,0.005466302
15338,0,39,F,0,1610,3,0,3,0,0.760956175,0,0.253258845
15608,0,25,M,0,2250,3,0,3,0,0.0,0,0.109284762
16634,0,34,M,3,3700,3,0,3,3,0.701195219,1,0.059443394
17991,0,84,M,0,2800,3,0,3,0,0.103944803,0,0.022134952
18972,0,60,M,0,5833,3,0,3,0,0.831865934,0,0.238944121
21536,0,48,F,2,11800,3,0,3,0,0.125628273,0,0.030675366
28432,0,64,M,0,4400,3,0,3,0,0.008678032,0,0.002272211
30589,0,71,M,0,3000,3,0,3,0,0.036179086,0,0.006997667
31739,0,59,F,0,9273,3,0,3,3,0.9999999,1,0.018222989
31849,0,28,M,0,2600,3,0,3,0,0.102314751,1,0.085351788
2512,0,56,M,0,6225,3,0,3,0,0.994002999,0,0.097815612
2785,0,42,M,1,4500,3,0,3,0,0.0,0,0.067984892
4498,0,65,F,0,2300,3,0,3,0,0.005856976,0,0.002172968
4847,1,25,M,2,2575,3,0,3,1,0.9999999,1,0.154503106
5580,0,30,M,0,4166,3,0,3,0,0.466961087,0,0.061195104
6462,0,36,M,0,2100,3,0,3,0,0.615574638,1,0.074250357
10188,0,48,M,2,3277,3,0,3,0,0.9999999,0,0.152226968
11361,0,78,F,0,6370,3,0,3,0,0.034431692,0,0.000313922
12977,0,26,M,0,2908,3,0,3,0,0.968187602,0,0.228944655
13587,1,41,M,3,3177,3,0,3,5,0.219670359,1,0.164883575
16863,0,45,M,0,8198,3,0,3,0,0.0,0,0.0
17528,0,22,M,0,2150,3,0,3,0,0.548181061,0,0.027429103
18872,0,38,M,0,5000,3,0,3,0,0.126317938,0,0.059788042
20494,0,60,M,0,4337,3,0,3,0,0.266150377,0,0.041954818
20916,0,44,F,3,8200,3,0,3,0,0.515242379,0,0.036458968
22532,0,33,M,0,2000,3,0,3,0,0.9999999,1,0.180909545
23564,0,37,F,2,5600,3,0,3,0,0.9999999,0,0.061953223
24077,0,53,M,3,16667,3,0,3,0,0.058863344,0,0.004799616
24898,0,92,F,0,2379,3,0,3,0,0.01025685,0,0.004201681
26848,0,25,M,1,1456,3,0,3,0,0.326557814,0,0.019903912
28071,0,80,M,0,100,3,0,3,0,0.0,0,0.0
28726,0,28,F,2,3484,3,0,3,0,0.50499002,2,0.141176471
30001,0,45,F,3,3845,3,0,3,1,0.921219091,0,0.092563703
32482,0,48,M,0,5000,3,0,3,1,1.012468828,0,0.051589682
32583,0,56,M,1,1600,3,0,3,0,0.674529511,1,0.248594628
34665,0,34,M,0,2350,3,0,3,0,0.0,0,0.0
35400,0,65,M,0,2677,3,0,3,0,0.0,0,0.101568335
438,0,61,F,0,2301,3,0,3,0,0.180754431,0,0.089487402
2227,0,58,M,0,6700,3,0,3,0,0.160675245,0,0.086554246
7710,0,26,F,1,2400,3,0,3,0,0.681263747,0,0.268638067
7733,0,42,F,0,5389,3,0,3,0,0.065739815,0,0.011502783
9499,0,53,F,3,4254,3,0,3,0,0.9999999,2,0.040658049
12658,0,56,F,0,4908,3,0,3,0,0.278832052,0,0.038297006
13011,0,22,M,0,2280,3,0,3,0,1.043182727,0,0.224462955
18870,0,30,F,0,1500,3,0,3,0,0.9999999,1,0.239173884
19186,0,26,F,0,2500,3,0,3,0,0.508295048,0,0.109556178
20037,0,25,M,0,1800,3,0,3,0,0.418790605,0,0.185452526
23252,0,67,M,0,6000,3,0,3,0,0.136693165,0,0.01349775
24748,0,81,M,0,10333,3,0,3,0,0.097266832,0,0.004548094
24939,0,47,F,0,3600,3,0,3,0,0.096404709,0,0.01749514
25578,0,52,F,3,15083,3,0,3,0,0.079096045,0,0.026518165
26009,0,64,M,0,17583,3,0,3,0,0.997200373,0,0.039922657
26260,0,45,M,0,3673,3,0,3,0,0.0,0,0.0
26426,0,25,F,0,2506,3,0,3,0,1.034561554,0,0.043478261
26445,0,28,M,0,1600,3,0,3,0,0.070453117,0,0.178638351
26974,0,34,M,4,5362,3,0,3,0,0.0,0,0.104792094
30958,0,32,F,4,6495,3,0,3,0,0.0,0,0.086052956
35093,0,69,F,1,11000,3,0,3,0,0.139986001,0,0.010180893
1767,0,36,M,2,4000,3,0,3,0,0.297046864,0,0.132716821
3663,0,32,M,0,5600,3,0,3,0,0.613545817,0,0.101767542
5121,0,47,F,0,3165,3,0,3,0,0.3203572,0,0.089387239
5616,0,82,F,0,3000,3,0,3,0,0.143171366,0,0.006997667
6914,0,28,M,0,3000,3,0,3,0,0.923376487,0,0.154615128
9788,0,33,M,0,4583,3,0,3,0,0.033597978,0,0.007635253
13739,0,50,F,2,7500,3,0,3,0,0.216918872,0,0.058392214
14498,0,58,F,0,2000,3,0,3,0,0.288471153,0,0.042978511
20810,0,24,F,0,2200,3,0,3,0,0.094392004,0,0.06406179
22783,0,27,M,0,1000,3,0,3,0,0.126704236,0,0.180819181
24634,0,29,M,2,4500,3,0,3,0,0.225492919,0,0.057320595
25586,1,41,F,3,2548,3,0,3,1,0.896929303,0,0.081992938
27410,0,37,F,2,2096,3,0,3,0,0.217092266,0,0.393896042
28144,0,31,F,1,2500,3,0,3,0,0.9999999,0,0.367453019
28602,0,35,M,0,10417,3,0,3,0,0.532553036,0,0.006143214
30316,0,79,F,0,3509,3,0,3,0,0.079867247,0,0.017094017
31979,1,40,F,0,4000,3,0,3,1,0.59453117,2,0.240689828
1920,0,75,M,0,5884,3,0,3,0,0.122890367,0,0.06491079
2912,0,25,M,0,4900,3,0,3,0,0.258741259,0,0.0030606
3391,0,24,M,0,820,3,0,3,0,0.031312458,0,0.001218027
4471,0,47,M,0,7964,3,0,3,0,0.797285406,0,0.112492153
5027,0,55,M,0,850,3,0,3,0,0.718522284,0,0.441833137
5917,0,50,M,5,6306,3,0,3,0,1.034207526,0,0.10892659
7050,0,41,F,0,2500,3,0,3,0,0.048404938,0,0.012794882
8623,0,60,M,0,4833,3,0,3,0,0.601169847,0,0.272238312
9422,0,32,M,0,5416,3,0,3,0,0.0,0,0.067934281
9710,0,72,F,2,4333,3,0,3,2,0.606786427,2,0.223811721
11801,0,32,F,2,10000,3,0,3,0,0.932613477,0,0.01629837
12365,0,31,M,0,4500,3,0,3,0,1.091816367,1,0.048433681
12756,0,28,F,0,3059,3,0,3,0,0.007992008,0,0.076470588
12861,0,70,F,0,2217,3,0,3,0,0.00659934,0,0.000450857
13642,0,76,M,0,6191,3,0,3,0,0.046343026,0,0.014211886
14522,0,46,M,2,401,3,0,3,2,0.9999999,0,170.39801
23184,0,45,F,4,9274,3,0,3,0,0.0,0,0.0
26960,0,70,M,1,7714,3,0,3,0,0.004808306,0,0.023590408
27431,0,51,M,0,2700,3,0,3,1,0.952996475,0,0.052202888
28173,0,84,F,0,1846,3,0,3,0,0.173038875,0,0.052517596
29014,0,30,M,1,1350,3,0,3,0,0.6961013,0,0.151739452
29832,0,60,M,0,1500,3,0,3,0,0.006399147,0,0.000666223
30901,0,24,F,0,2042,3,0,3,0,0.109071078,0,0.008810573
31424,0,25,F,0,2500,3,0,3,1,0.9999999,0,0.0
35588,0,37,M,1,10857,3,0,3,0,0.478962078,0,0.082703997
3755,0,36,M,0,3616,3,0,3,0,0.0,0,0.084324025
7125,0,36,M,0,2422,3,0,3,0,0.013267645,0,0.074288073
8779,0,40,F,1,3750,3,0,3,1,1.933554817,0,0.031458278
9747,0,73,M,0,1600,3,0,3,0,0.007556107,0,0.003747658
9879,0,53,F,0,11233,3,0,3,0,0.754596323,1,0.036585366
10673,1,33,F,1,4000,3,0,3,1,0.867555478,4,0.164208948
11020,0,43,M,3,4933,3,0,3,1,0.447510498,2,0.221118768
15262,0,40,M,1,6000,3,0,3,0,0.861209964,0,0.146308949
17277,0,42,M,1,6945,3,0,3,0,0.071273404,0,0.008638065
19511,0,91,M,0,4600,3,0,3,0,0.03186818,0,0.004564225
20319,0,23,F,0,300,3,0,3,0,0.054198134,0,0.009966777
22216,0,36,F,2,2900,3,0,3,0,0.0,0,0.0
24100,0,55,M,3,3435,3,0,3,0,0.033515256,0,0.008440047
24589,0,52,M,1,4350,3,0,3,0,0.391321736,0,0.047805102
25464,0,49,F,0,2293,3,0,3,0,0.91558682,1,0.034437663
28740,0,29,M,0,2000,3,0,3,0,0.178688759,0,0.307346327
28924,1,40,F,1,4500,3,0,3,4,0.946167054,3,0.070206621
34186,0,37,F,0,7052,3,0,3,0,0.485902819,0,0.180915922
34502,0,35,M,0,5800,3,0,3,0,0.0,0,0.080330977
1015,0,28,M,0,3255,3,0,3,0,0.058667843,0,0.166461916
6249,0,74,M,0,1800,3,0,3,0,0.590257607,0,0.259855636
11294,0,26,M,0,4150,3,0,3,0,0.0,0,0.009154421
12117,0,62,M,0,2306,3,0,3,0,0.036959686,0,0.007368877
14375,0,28,M,1,2600,3,0,3,0,0.16093059,0,0.132641292
17025,0,59,M,0,6262,3,0,3,0,0.047271425,0,0.00910107
17638,0,87,F,0,4583,3,0,3,0,0.022966988,0,0.003272251
19482,0,68,M,1,3000,3,0,3,0,0.176383726,2,0.034321893
20439,0,93,F,0,7608,3,0,3,0,0.069566704,0,0.00315416
23110,0,67,F,0,3200,3,0,3,0,0.277708892,0,0.064667291
23651,0,48,M,4,6517,3,0,3,1,0.0,0,0.00951212
26773,0,39,F,0,3020,3,0,3,0,0.010324045,0,0.003641178
33156,0,37,F,0,4750,3,0,3,0,0.074352251,0,0.0105241
35193,0,27,F,0,3680,3,0,3,0,0.388407728,0,0.07008965
707,0,43,M,0,3916,3,0,3,0,0.023727109,0,0.036507531
3365,0,52,M,0,8000,3,0,3,0,0.0,0,0.0
5595,0,63,M,0,5058,3,0,3,0,0.041210253,0,0.013243724
7680,0,29,M,0,2200,3,0,3,0,0.982678215,0,0.315311222
8790,0,33,F,1,4819,3,0,3,0,0.158730159,0,0.007883817
9008,0,28,M,0,764,3,0,3,1,0.0,0,0.678431373
11917,0,61,M,1,10111,3,0,3,0,0.166796823,0,0.02590981
15956,0,31,F,0,3150,3,0,3,0,0.049190162,0,0.164074897
18867,0,38,M,3,3200,3,0,3,3,1.021295089,0,0.081224617
20241,0,69,F,0,5083,3,0,3,0,0.055392014,0,0.018686074
20448,0,41,M,0,674,3,0,3,0,2.034077556,1,0.105185185
20513,0,46,F,2,5661,3,0,3,2,0.607928479,0,0.027375486
20656,0,79,F,0,6317,3,0,3,0,0.025799355,0,0.004748338
26835,0,50,M,0,5922,3,0,3,0,0.0,0,0.0
27044,0,44,F,3,10416,3,0,3,0,0.052516573,0,0.003935874
31600,0,48,M,1,2840,3,0,3,0,0.9999999,0,0.209081309
31801,0,31,F,3,8000,3,0,3,0,0.9999999,0,0.0
32469,0,28,M,1,1400,3,0,3,0,0.0,1,0.0
34249,0,31,M,3,1540,3,0,3,0,0.997544721,0,0.315379624
34757,0,31,M,0,1400,3,0,3,0,0.792701216,0,0.29764454
35186,0,24,F,1,2171,3,0,3,0,0.353639488,0,0.250460405
35963,0,36,M,0,5166,3,0,3,0,0.9999999,0,0.0
35975,0,63,M,0,6255,3,0,3,0,0.020223789,0,0.005434783
364,0,53,F,0,7116,3,0,3,0,0.9999999,0,0.142194745
2667,1,35,M,0,1800,3,0,3,1,0.908366534,2,0.23431427
3693,0,33,F,1,2100,3,0,3,0,0.0,0,0.089005236
4963,0,27,M,0,2560,3,0,3,0,0.243164758,0,0.228816868
7260,0,35,M,0,3428,3,0,3,0,0.417516497,0,0.100612423
7835,0,37,M,0,2250,3,0,3,1,0.9999999,1,0.250555309
9401,0,22,F,0,1308,3,0,3,2,0.774032459,0,0.35828877
11836,0,51,F,0,6000,3,0,3,0,0.056884853,0,0.005499083
13662,0,72,M,0,2000,3,0,3,0,0.109611299,0,0.012993503
16562,0,25,M,0,764,3,0,3,0,0.017592963,0,0.681045752
21545,0,83,M,0,790,3,0,3,0,0.03078371,0,0.059418458
22693,0,75,F,0,4000,3,0,3,0,0.043897805,0,0.006748313
24349,0,24,M,0,2557,3,0,3,0,0.033101165,0,0.005473026
27448,0,35,M,0,4834,3,0,3,0,0.882235529,0,0.111271975
29548,0,37,M,2,5666,3,0,3,0,0.980402613,0,0.104640903
35066,0,29,F,2,3700,3,0,3,0,0.530832729,0,0.219400162
901,0,31,F,2,7878,3,0,3,0,0.001399907,0,0.012818886
1003,0,56,M,0,6600,3,0,3,3,0.9999999,2,0.19300106
7371,0,39,M,3,9993,3,0,3,0,0.225326311,0,0.060936562
14725,0,63,M,0,2400,3,0,3,0,0.369526095,0,0.023740108
15112,0,61,M,0,2600,3,0,3,0,0.0,0,0.146097655
15482,0,72,M,0,3150,3,0,3,0,0.067609922,0,0.021263091
18815,0,25,M,0,6400,3,0,3,0,0.840280825,2,0.089361037
19017,0,30,M,3,3000,3,0,3,0,0.934838797,0,0.237920693
20119,0,39,F,0,3000,3,0,3,0,0.257695879,1,0.078307231
23869,0,40,M,0,6000,3,0,3,0,0.445277361,0,0.004332611
26022,0,68,M,0,5833,3,0,3,0,0.034048298,0,0.00342818
26092,0,50,M,0,2087,3,0,3,0,0.205434406,0,0.034003831
26125,0,26,M,0,2000,3,0,3,0,0.839107184,1,0.298350825
27324,0,78,F,0,2150,3,0,3,0,0.14965669,0,0.031148303
28510,0,49,F,0,2500,3,0,3,0,0.049734835,0,0.022391044
30070,0,27,F,0,1500,3,0,3,0,0.154185681,0,0.123251166
31521,1,45,F,0,4166,3,0,3,2,0.990643525,1,0.24838013
32746,0,77,F,0,4000,3,0,3,0,0.011996001,0,0.002249438
35092,0,51,M,0,2600,3,0,3,0,0.9999999,0,0.403690888
247,0,51,M,0,2500,3,0,3,0,0.024719011,0,0.007197121
582,0,63,M,0,7600,3,0,3,0,0.0,0,0.0
2669,0,72,M,0,9916,3,0,3,0,0.002966568,0,0.01815065
4954,0,41,M,2,3827,3,0,3,0,0.691342535,0,0.142110763
5174,0,82,M,0,3147,3,0,3,0,0.023159221,0,0.022236341
5486,0,53,F,1,1800,3,0,3,1,0.9999999,1,0.068295391
7326,0,35,F,5,8000,3,0,3,0,0.9999999,0,0.065366829
8218,0,66,F,0,6666,3,0,3,0,0.024617875,0,0.002249888
10108,0,41,M,0,800,3,0,3,0,0.03212948,0,0.038701623
10965,0,28,M,0,3401,3,0,3,0,0.716877366,0,0.18547913
11475,0,58,M,0,5000,3,0,3,0,0.067260319,0,0.0109978
12808,0,26,M,1,14250,3,0,3,0,0.421789105,0,0.045189811
17190,0,31,F,0,4500,3,0,3,0,0.102639838,0,0.017996001
17939,0,70,F,0,6466,3,0,3,0,0.003158414,0,0.00123705
18248,0,48,M,2,6000,3,0,3,0,0.709129087,0,0.06632228
19152,0,49,M,0,3600,3,0,3,0,0.000434745,0,0.0
20765,0,60,M,1,4616,3,0,3,0,0.728418105,1,0.248429716
21231,0,67,M,0,14875,3,0,3,0,0.040257876,0,0.003293896
21828,0,40,M,0,3333,3,0,3,0,0.012654085,0,0.0029994
22652,0,64,M,0,4173,3,0,3,0,0.274651255,0,0.094873023
24931,0,65,M,0,2270,3,0,3,0,0.086073114,0,0.10215764
26984,0,31,F,0,1500,3,0,3,0,0.107778444,0,0.043970686
32100,0,40,M,1,3600,3,0,3,0,0.991059875,0,0.072202166
33240,0,24,M,0,1500,3,0,3,0,0.999815668,0,0.35976016
34997,0,38,M,0,4200,3,0,3,0,0.9999999,1,0.10426089
5134,0,26,M,0,1500,3,0,3,0,0.882078614,0,0.029313791
5847,0,67,M,0,2750,3,0,3,0,0.9999999,0,0.318066158
6769,0,23,M,0,3000,3,0,3,0,0.379554982,0,0.011662779
9545,0,70,M,0,1861,3,0,3,0,0.027593501,0,0.121374866
14283,0,59,M,0,2000,3,0,3,0,0.018399591,0,0.011994003
15085,0,26,M,1,5308,3,0,3,0,0.0,0,0.025616877
15430,0,36,F,1,5000,3,0,3,0,0.95330467,0,0.095980804
15538,0,49,F,1,5313,3,0,3,0,0.156622125,0,0.00959729
17539,0,50,F,0,8000,3,0,3,0,0.018793788,0,0.003374578
18036,0,28,F,0,2500,3,0,3,1,0.906616612,0,0.103958417
21495,0,93,M,0,4000,3,0,3,0,0.011932316,0,0.003749063
21997,0,50,M,0,3020,3,0,3,1,0.9999999,1,0.084740152
22393,0,25,F,0,1600,3,0,3,0,0.048012561,0,0.135540287
26033,0,27,F,1,5350,3,0,3,0,0.006099085,0,0.000560643
29366,1,24,F,0,620,3,0,3,1,1.245901639,1,0.935587762
30261,0,84,F,0,1193,3,0,3,0,0.0,0,0.242043551
30552,0,80,M,0,2695,3,0,3,0,0.054143486,0,0.015949555
30723,0,31,M,0,2000,3,0,3,0,0.466524249,1,0.173913043
33238,0,46,F,2,10997,3,0,3,0,0.551535421,0,0.04446263
34819,0,43,F,0,1666,3,0,3,0,0.9999999,0,0.0
1277,0,56,M,0,15000,3,0,3,0,0.73514714,0,0.023665089
1697,0,51,M,0,2400,3,0,3,0,0.943449523,1,0.357767597
