user_id,default_flag,age,total_loan,sum_real_estate,sum_others,more_90_days_overdue,month_salary,delayed_30_59,dependents,limite_credito,relacion_deudas_patrimonio,cuartil_age,cuartil_total_loan,cuartil_sum_others,cuartil_sum_real_estate,cuartil_more_90_days_overdue,cuartil_month_salary,cuartil_delayed_30_59,cuartil_limite_credito,cuartil_relacion_deudas_patrimonio
11482,0,66,11,1,10,0,16117,0,1,4,26,4,4,4,3,1,4,3,2,2
569,0,77,6,2,4,0,8881,0,0,1,26,4,2,1,3,4,4,1,1,2
25092,0,50,9,2,7,0,13000,0,2,83,26,2,3,3,4,3,4,1,4,2
2394,0,63,11,2,9,0,9350,0,0,4,26,4,3,3,4,2,4,3,2,2
12931,0,41,8,0,8,0,5800,0,0,48,26,1,3,3,1,3,2,2,3,2
20814,0,36,35,3,32,0,17500,0,0,10,27,1,4,4,4,3,4,3,2,2
9751,0,40,8,0,8,0,2795,0,1,0,27,1,3,3,1,2,1,3,1,2
27029,0,68,10,1,9,0,5800,0,0,17,28,4,3,3,2,1,2,2,3,2
27427,0,58,9,3,6,0,18900,0,1,2,28,3,3,2,4,2,4,3,1,2
4893,0,47,11,1,10,0,5750,0,0,2,28,2,3,3,2,4,2,4,1,2
22306,0,74,11,1,10,0,4100,0,0,8,28,4,3,3,3,3,2,4,2,2
31112,0,48,15,2,13,0,5858,2,0,9,28,2,4,4,4,1,2,4,2,2
7727,0,53,8,1,7,0,6250,0,3,10,28,3,3,3,2,3,2,1,2,2
3595,0,68,6,0,6,0,1379,0,0,52,28,4,2,2,1,1,1,3,3,2
11945,0,71,6,1,5,0,4700,0,0,92,29,4,2,2,3,4,2,1,4,2
33182,0,41,11,1,10,0,9416,0,4,26,29,1,3,4,2,2,4,2,3,2
9249,0,41,13,1,12,0,6816,0,1,6,29,1,4,4,2,3,3,3,2,2
27824,0,44,7,2,5,0,8333,1,1,18,29,2,2,2,4,4,4,4,3,2
19688,0,49,7,2,5,0,4200,0,4,11,30,2,2,2,4,3,2,3,2,2
34784,0,60,16,1,15,0,8423,0,1,24,30,3,4,4,3,3,4,2,3,2
30229,0,30,8,1,7,0,9500,0,0,0,30,1,3,2,3,1,4,2,1,2
32004,0,51,11,2,9,0,8667,0,0,92,30,2,3,3,4,3,4,4,4,2
15586,0,46,6,2,4,0,7003,3,4,14,31,2,2,2,4,2,3,4,2,2
26472,0,35,5,2,3,0,6500,0,0,48,31,1,2,1,4,4,2,3,3,2
33872,0,59,19,0,19,0,3166,0,1,59,32,3,4,4,1,2,1,1,4,2
29618,0,66,6,1,5,0,9430,0,0,4,32,4,2,2,3,3,4,1,2,2
3197,0,63,8,2,6,0,6900,1,0,19,32,4,2,2,4,1,3,4,3,2
9188,0,68,15,1,14,0,8000,1,0,3,32,4,4,4,3,1,4,4,1,2
31567,0,56,9,1,8,0,5833,0,0,57,33,3,3,3,3,4,2,1,4,2
30406,0,64,5,0,5,0,2667,0,0,91,33,4,1,2,1,2,1,3,4,2
4330,0,49,7,1,6,0,4698,0,0,0,33,2,2,2,3,3,2,1,1,2
19359,0,55,16,1,15,0,22916,0,3,6,33,3,4,4,3,1,4,1,2,2
27948,0,44,15,7,8,0,16420,0,3,21,34,2,4,3,4,3,4,2,3,2
23056,0,55,22,2,20,0,5000,0,0,0,34,3,4,4,4,4,2,3,1,2
31853,0,43,5,1,4,0,6000,1,0,10,34,2,2,1,3,3,2,4,2,2
2590,0,40,14,1,13,0,7033,2,1,96,34,1,4,4,2,4,3,4,4,2
19344,0,60,21,0,21,0,9000,0,2,23,34,3,4,4,1,1,4,2,3,2
34800,0,43,11,3,8,0,18750,0,3,40,34,2,3,3,4,2,4,2,3,2
423,0,64,8,0,8,0,6000,0,0,2,34,4,2,3,2,3,2,3,1,2
31216,0,37,16,3,13,0,11000,0,2,2,34,1,4,4,4,2,4,3,1,2
14581,0,37,11,2,9,0,6734,0,2,17,34,1,3,3,4,2,3,1,3,2
14903,0,69,19,1,18,0,3500,0,0,14,34,4,4,4,2,3,1,1,2,2
7228,0,49,6,1,5,0,8417,0,0,0,35,2,2,2,3,4,4,3,1,2
19222,0,60,6,1,5,0,17686,0,0,9,35,3,2,2,3,1,4,3,2,2
15499,0,29,8,1,7,0,4000,0,3,35,36,1,3,2,2,2,1,3,3,2
26768,0,33,5,2,3,0,5316,0,0,3,36,1,1,1,4,3,2,3,1,2
26185,0,55,13,2,11,0,9041,0,2,4,36,3,4,4,4,4,4,1,2,2
16689,0,38,7,2,5,0,10250,0,1,8,36,1,2,2,4,3,4,3,2,2
7658,0,46,11,1,10,0,7000,0,2,68,36,2,3,4,3,2,3,4,4,2
8719,0,28,6,1,5,0,5250,1,0,99,37,1,2,2,2,1,2,4,4,3
148,0,44,9,2,7,0,3666,0,0,2,37,2,3,3,4,2,1,3,1,3
34094,0,60,13,1,12,0,6838,0,0,28,37,3,4,4,2,4,3,3,3,3
8134,0,45,13,2,11,0,7800,2,0,88,37,2,4,4,4,2,4,4,4,3
32012,0,34,7,0,7,0,2600,0,0,51,37,1,2,2,1,4,1,2,3,3
21448,0,48,8,2,6,0,6100,0,2,9,37,2,3,2,4,3,2,4,2,3
9582,0,53,12,2,10,0,8750,0,0,30,38,3,4,3,4,3,4,2,3,3
23451,0,48,13,2,11,0,8331,0,1,33,38,2,4,4,4,3,4,2,3,3
29458,0,56,7,0,7,0,2578,1,0,32,38,3,2,2,1,4,1,4,3,3
17936,0,41,7,1,6,0,5408,0,3,8,38,1,2,2,3,3,2,2,2,3
33901,0,66,8,1,7,0,6090,0,0,0,39,4,3,3,2,1,2,4,1,3
666,0,63,7,1,6,0,3200,0,0,12,39,4,2,2,2,3,1,1,2,3
5681,0,37,7,1,6,0,5583,0,0,12,40,1,2,2,3,2,2,2,2,3
985,0,35,7,2,5,0,8000,0,0,100,40,1,2,2,4,4,4,3,4,3
4511,0,45,10,1,9,0,7557,0,1,58,41,2,3,3,2,3,4,3,4,3
15334,0,50,10,1,9,0,5250,0,2,48,42,2,3,3,3,4,2,2,3,3
26349,0,37,4,0,4,0,1100,0,2,66,42,1,1,2,2,2,1,1,4,3
35756,0,55,6,1,5,0,2400,0,0,1,43,3,2,2,2,3,1,2,1,3
4038,0,35,10,1,9,0,7520,0,2,47,44,1,3,3,3,4,4,2,3,3
29742,0,60,14,4,10,0,17916,0,0,10,44,3,4,3,4,1,4,1,2,3
22993,0,39,17,2,15,0,21000,0,2,2,45,1,4,4,4,4,4,2,1,3
14223,0,49,12,1,11,0,5048,0,2,28,45,2,4,4,3,1,2,1,3,3
16712,0,41,10,3,7,0,10000,0,0,10,45,1,3,2,4,3,4,4,2,3
20175,0,67,19,3,16,0,15000,0,0,85,45,4,4,4,4,3,4,2,4,3
25783,0,62,7,3,4,0,5300,0,1,13,45,3,2,1,4,2,2,2,2,3
5648,0,28,9,0,9,0,1834,0,1,77,45,1,3,3,1,3,1,2,4,3
990,0,49,7,0,7,0,2544,0,1,7,46,2,2,3,1,4,1,1,2,3
14916,0,37,13,3,10,0,7000,1,3,6,46,1,4,4,4,3,3,4,2,3
9502,0,29,7,0,7,0,3000,0,0,9,46,1,2,3,1,2,1,1,2,3
8002,0,42,12,2,10,0,5000,1,0,16,47,2,4,4,4,2,2,4,3,3
29314,0,52,6,1,5,0,2595,0,1,33,47,2,2,2,3,2,1,3,3,3
28546,0,51,10,1,9,0,6882,1,3,54,47,2,3,3,3,3,3,4,4,3
30127,0,43,6,1,5,0,3758,0,1,43,48,2,2,2,2,3,1,3,3,3
13342,0,42,15,1,14,0,9500,0,2,18,48,1,4,4,3,3,4,3,3,3
10918,0,36,7,1,6,0,6250,0,0,65,48,1,2,2,3,4,2,1,4,3
28577,0,50,8,1,7,1,3333,0,1,13,48,2,3,3,3,4,1,2,2,3
18060,0,51,5,2,3,0,9669,0,1,7,48,2,2,1,3,1,4,1,2,3
2251,0,47,10,1,9,0,5329,0,3,80,50,2,3,3,3,1,2,2,4,3
24072,0,63,8,2,6,0,4100,0,0,53,50,4,3,2,4,1,2,3,3,3
34899,0,58,19,2,17,0,9000,0,4,25,51,3,4,4,4,4,4,1,3,3
7390,0,44,8,1,7,0,3800,0,2,98,51,2,3,3,2,1,1,1,4,3
21022,0,55,14,1,13,0,6400,0,0,53,51,3,4,4,3,3,2,1,3,3
27688,0,44,13,2,11,0,4030,0,1,36,52,2,4,4,4,4,2,3,3,3
4250,0,59,26,4,22,0,8400,0,1,4,53,3,4,4,4,2,4,3,2,3
25158,0,49,5,1,4,1,5284,0,2,90,53,2,1,2,3,4,2,1,4,3
5705,0,53,13,2,11,2,9965,1,0,76,54,3,4,4,3,4,4,4,4,3
2563,0,49,10,3,7,0,15000,0,3,40,55,2,3,3,4,3,4,3,3,3
26061,0,62,8,2,6,0,11893,0,1,73,56,3,3,2,4,4,4,2,4,3
4980,0,59,13,2,11,0,6166,0,0,15,56,3,4,4,4,3,2,2,3,3
11328,0,52,18,2,16,0,12150,0,3,32,57,2,4,4,4,1,4,1,3,3
24126,0,62,9,3,6,0,6800,0,0,1,58,3,3,2,4,4,3,1,1,3
26941,0,52,15,3,12,0,4400,0,0,97,58,2,4,4,4,1,2,2,4,3
29432,0,57,7,2,5,0,5273,0,4,11,58,3,2,2,4,3,2,3,2,3
33306,0,52,18,1,17,0,6500,0,0,33,60,2,4,4,3,4,2,4,3,3
28339,0,40,4,1,3,1,2657,1,2,100,63,1,1,1,2,4,1,4,4,3
7882,0,55,10,3,7,0,6205,0,0,19,63,3,3,2,4,2,2,3,3,3
28554,0,66,8,3,5,0,3564,0,2,58,63,4,2,2,4,3,1,3,4,3
21238,0,43,12,2,10,0,4100,0,2,33,63,2,4,4,4,2,2,1,3,3
5831,0,60,9,2,7,0,5833,0,2,2,64,3,3,2,4,3,2,3,1,3
11321,0,57,13,1,12,0,8333,0,1,28,64,3,4,4,2,4,4,3,3,3
15219,0,27,6,1,5,0,2200,0,1,83,65,1,2,2,3,4,1,1,4,3
6877,0,34,5,1,4,0,3500,0,1,40,66,1,2,1,3,4,1,3,3,3
23589,0,34,8,1,7,0,5000,0,2,25,66,1,3,3,3,1,2,1,3,3
21572,0,69,8,2,6,0,3255,0,0,87,66,4,2,2,3,4,1,3,4,3
34097,0,35,5,1,4,0,1600,1,0,45,66,1,2,1,3,3,1,4,3,3
21615,0,59,13,1,12,1,2300,0,0,8,68,3,4,4,3,4,1,2,2,3
8731,0,79,17,2,15,0,3754,0,1,3,69,4,4,4,3,2,1,2,1,3
16382,0,71,12,0,12,0,917,0,0,39,69,4,4,4,2,4,1,1,3,3
12424,0,57,9,2,7,0,4500,1,0,0,69,3,3,3,4,1,2,4,1,3
12826,0,70,14,8,6,0,16083,0,0,1,69,4,4,2,4,3,4,3,1,3
33600,0,53,12,1,11,0,3804,0,0,30,69,3,4,4,3,1,1,3,3,3
27383,0,69,8,1,7,0,4200,0,0,34,73,4,3,3,3,4,2,1,3,3
11566,0,43,6,1,5,0,4000,1,2,100,76,2,2,2,3,4,2,4,4,3
8456,0,52,19,1,18,0,5000,2,0,52,76,2,4,4,3,4,2,4,3,3
12980,0,49,10,2,8,0,4027,0,0,57,80,2,3,3,4,1,2,1,4,3
14029,0,40,10,2,8,0,4166,0,0,44,81,1,3,3,4,2,2,2,3,4
30086,0,51,13,2,11,0,3586,1,3,16,82,2,4,4,4,3,1,4,3,4
76,0,76,21,1,20,0,2714,0,0,24,83,4,4,4,3,2,1,2,3,4
33022,0,47,7,2,5,0,5000,0,0,73,84,2,2,2,4,2,2,1,4,4
16050,0,37,8,2,6,0,3000,0,0,54,89,1,3,2,4,2,1,3,4,4
14439,0,51,14,1,13,0,6000,0,3,98,95,2,4,4,2,4,2,2,4,4
17434,0,28,4,1,3,0,1585,1,0,120,95,1,1,1,3,4,1,4,4,4
3454,0,30,4,0,4,0,6675,0,3,0,100,1,1,2,1,3,3,4,1,4
17752,1,45,10,1,9,1,637,7,0,99,120,2,3,3,3,4,1,4,4,4
22905,0,38,1,0,1,0,6675,1,0,100,120,1,1,1,1,4,3,4,4,4
27006,0,71,5,0,5,0,6675,0,0,100,120,4,1,2,1,4,3,4,4,4
31021,0,52,13,1,12,1,6675,1,0,17,120,3,4,4,2,4,2,4,3,4
35795,0,63,21,0,21,0,6675,2,2,1,120,4,4,4,2,4,3,4,1,4
30464,0,60,7,1,6,0,6675,0,1,3,120,3,2,2,3,1,3,1,1,4
11658,0,81,17,2,15,0,6675,0,1,9,120,4,4,4,4,1,3,4,2,4
31914,0,75,8,1,7,0,6675,0,0,6,120,4,3,3,3,2,3,3,2,4
26344,0,70,8,1,7,0,6675,0,1,63,120,4,2,2,3,2,3,4,4,4
34457,0,31,8,2,6,0,2801,0,0,86,120,1,3,2,4,1,1,3,4,4
2915,0,46,20,2,18,0,6900,3,0,88,120,2,4,4,4,1,3,4,4,4
9818,0,67,6,0,6,0,6675,0,0,2,120,4,2,2,1,4,3,3,1,4
33213,0,90,4,0,4,0,6675,0,1,1,120,4,1,2,1,3,3,2,1,4
10257,0,65,6,0,6,0,6675,0,1,2,120,4,2,2,2,2,3,3,1,4
32807,0,57,6,1,5,0,6675,0,1,16,120,3,2,2,3,3,3,4,3,4
35386,0,56,11,1,10,0,6675,0,0,10,120,3,3,3,2,1,3,1,2,4
22900,0,73,3,0,3,0,6675,0,0,2,120,4,1,1,2,2,3,2,1,4
8812,0,77,3,0,3,0,6675,0,0,3,120,4,1,1,1,2,3,2,2,4
1346,0,57,6,1,5,0,6675,0,0,0,120,3,2,2,3,2,3,3,1,4
6024,0,54,8,1,7,0,6675,0,1,1,120,3,3,3,3,4,3,3,1,4
29472,0,31,15,2,13,0,6675,0,0,94,120,1,4,4,4,1,3,4,4,4
3790,0,50,12,3,9,0,6675,2,0,22,120,2,4,3,4,4,3,4,3,4
35983,0,51,10,1,9,0,6675,0,0,7,120,2,3,3,3,4,3,1,2,4
9117,0,60,10,2,8,0,6675,3,0,36,120,3,3,3,4,2,3,4,3,4
2899,0,50,9,1,8,0,6675,1,0,46,120,2,3,3,3,4,3,4,3,4
23488,0,58,17,1,16,0,6675,0,0,9,120,3,4,4,3,4,3,3,2,4
25557,0,44,9,1,8,0,6675,0,0,10,120,2,3,3,3,1,3,1,2,4
34835,0,39,9,2,7,0,6675,0,0,120,120,1,3,3,4,2,3,2,4,4
19136,0,47,10,2,8,0,6675,0,1,68,120,2,3,3,4,1,3,3,4,4
35883,0,38,9,0,9,0,500,0,2,89,120,1,3,3,2,1,1,2,4,4
4155,0,33,15,2,13,0,6675,1,0,90,120,1,4,4,4,4,3,4,4,4
6096,0,57,7,3,4,0,4166,0,2,6,120,3,2,1,4,4,2,1,2,4
30260,0,75,3,0,3,0,6675,0,0,2,120,4,1,1,2,1,3,2,1,4
8138,0,67,7,3,4,0,6675,0,0,0,120,4,2,1,4,4,3,1,1,4
16476,0,59,13,1,12,0,6675,0,0,73,120,3,4,4,3,4,3,1,4,4
1664,0,53,7,1,6,0,6675,0,0,3,120,3,2,2,3,2,3,1,2,4
13706,0,45,6,0,6,0,6675,1,0,9,120,2,2,2,2,3,3,4,2,4
20603,0,59,8,1,7,0,6675,0,0,10,120,3,3,3,2,2,3,3,2,4
35759,0,77,6,1,5,0,6675,0,0,19,120,4,2,2,2,3,3,1,3,4
7223,0,75,7,0,7,0,6675,0,1,2,120,4,2,3,1,3,3,2,1,4
11005,0,28,7,0,7,0,6675,0,1,8,120,1,2,2,1,2,3,4,2,4
30884,0,77,12,0,12,0,6675,0,0,2,120,4,4,4,2,1,3,3,1,4
22673,0,80,2,0,2,0,6675,0,0,7,120,4,1,1,1,3,3,4,2,4
22726,0,48,9,4,5,0,1500,0,0,0,120,2,3,2,4,3,1,3,1,4
19254,0,48,6,1,5,0,6675,0,0,10,120,2,2,2,2,2,3,3,2,4
22337,0,66,9,0,9,0,6675,0,0,21,120,4,3,3,1,1,3,1,3,4
13567,0,52,13,6,7,0,6416,1,3,0,120,2,4,3,4,4,2,4,1,4
18652,0,59,17,1,16,0,6675,0,0,1,120,3,4,4,3,3,3,2,1,4
28875,0,79,8,0,8,0,6675,0,1,1,120,4,3,3,1,3,3,3,1,4
8745,0,66,12,1,11,0,6675,0,0,5,120,4,4,4,3,4,3,3,2,4
30985,0,30,6,2,4,0,1888,0,0,0,120,1,2,1,4,2,1,3,1,4
33592,0,70,6,1,5,0,6675,0,0,16,120,4,2,2,2,1,3,1,3,4
25188,0,65,20,2,18,0,6675,0,0,1,120,4,4,4,4,2,3,4,1,4
13423,0,37,9,1,8,0,6675,0,1,2,120,1,3,3,3,4,3,2,1,4
17214,0,70,10,1,9,0,6675,0,1,6,120,4,3,3,3,3,3,1,2,4
4380,0,66,33,2,31,0,6675,0,0,7,120,4,4,4,4,2,3,1,2,4
32811,0,63,13,2,11,0,1996,0,1,44,120,4,4,4,4,3,1,1,3,4
10549,0,61,18,2,16,0,1200,0,3,55,120,3,4,4,4,2,1,4,4,4
21484,0,86,4,0,4,0,6675,0,0,1,120,4,1,1,1,2,3,2,1,4
10712,0,75,8,2,6,0,6675,0,0,2,120,4,2,2,4,1,3,3,1,4
33340,0,60,7,1,6,0,6675,0,0,1,120,3,2,2,2,2,3,1,1,4
22982,0,42,5,2,3,0,6675,2,0,69,120,1,1,1,4,1,3,4,4,4
23448,0,70,33,0,33,0,6675,0,0,0,120,4,4,4,1,3,3,1,1,4
16449,0,50,4,0,4,0,6675,0,0,0,120,2,1,1,1,1,3,3,1,4
32566,0,86,7,0,7,0,6675,0,0,2,120,4,2,3,2,4,3,1,1,4
10057,0,51,14,1,13,0,6675,0,0,6,120,2,4,4,2,1,3,1,2,4
4367,0,46,8,2,6,0,4500,0,0,18,120,2,3,2,4,2,2,2,3,4
20641,0,80,13,1,12,0,1592,0,1,46,120,4,4,4,2,4,1,1,3,4
32682,1,55,1,0,1,6,6675,0,0,100,120,3,1,1,1,4,3,2,4,4
34238,0,54,6,1,5,0,1922,0,0,0,120,3,2,2,2,1,1,4,1,4
33510,0,70,9,1,8,0,6675,0,1,0,120,4,3,3,3,4,3,3,1,4
22953,0,58,17,1,16,0,6675,0,0,8,120,3,4,4,3,3,3,3,2,4
25169,0,72,5,0,5,0,6675,0,0,77,120,4,2,2,1,2,3,2,4,4
29222,0,60,14,2,12,0,6675,0,0,0,120,3,4,4,4,3,3,3,1,4
8287,0,41,8,2,6,0,6675,0,0,0,120,1,3,2,4,3,3,1,1,4
21298,0,75,11,0,11,0,6675,0,0,5,120,4,3,4,1,3,3,2,2,4
23480,0,53,12,1,11,0,6675,0,0,71,120,3,4,4,3,2,3,2,4,4
19860,0,76,3,0,3,0,6675,0,0,14,120,4,1,1,1,1,3,3,2,4
18422,0,80,10,1,9,0,6675,0,0,5,120,4,3,3,3,3,3,3,2,4
12678,0,50,8,2,6,0,6675,0,0,5,120,2,3,2,4,3,3,3,2,4
14655,0,48,13,3,10,0,6000,1,2,14,120,2,4,4,4,2,2,4,2,4
5156,0,59,3,0,3,0,6675,0,0,1,120,3,1,1,2,3,3,1,1,4
26414,0,60,6,1,5,0,6675,0,2,26,120,3,2,2,3,4,3,1,3,4
20985,0,61,11,2,9,0,6675,0,0,38,120,3,3,3,4,2,3,3,3,4
2650,0,60,7,2,5,0,6675,0,0,45,120,3,2,2,4,3,3,2,3,4
22449,0,63,6,0,6,0,6675,0,0,7,120,3,2,2,1,3,3,3,2,4
27797,0,58,8,1,7,0,6675,0,0,8,120,3,2,3,3,3,3,1,2,4
15403,0,81,6,2,4,0,6675,0,1,2,120,4,2,1,4,2,3,2,1,4
25111,1,33,2,0,2,3,4600,0,1,100,0,1,1,1,1,4,2,2,4,1
6751,0,94,4,0,4,0,3600,0,0,0,0,4,1,1,1,4,1,2,1,1
676,0,63,4,0,4,0,5660,0,0,1,0,4,1,1,1,2,2,1,1,1
9386,0,26,2,0,2,0,1200,0,0,0,0,1,1,1,2,3,1,4,1,1
24404,0,68,2,0,2,0,4633,0,0,0,0,4,1,1,2,4,2,3,1,1
6441,0,71,2,0,2,0,5000,0,0,1,0,4,1,1,1,2,2,2,1,1
4402,0,96,2,0,2,0,6675,0,1,0,0,4,1,1,1,4,3,1,1,1
19133,0,23,1,0,1,0,2000,1,0,100,0,1,1,1,1,3,1,4,4,1
2531,0,63,2,0,2,0,6675,0,0,0,0,4,1,1,1,3,3,3,1,1
21735,0,73,6,0,6,0,4500,0,0,3,0,4,2,2,1,2,2,1,2,1
18854,0,60,3,0,3,0,8400,0,0,0,0,3,1,1,1,1,4,1,1,1
14084,0,76,3,0,3,0,6675,0,1,0,0,4,1,1,1,4,3,1,1,1
1956,0,86,2,0,2,0,6675,0,1,0,0,4,1,1,2,3,3,1,1,1
20232,0,57,6,0,6,0,6675,0,0,0,0,3,2,2,1,4,3,2,1,1
30183,0,48,15,0,15,0,6072,0,0,0,0,2,4,4,1,2,2,1,1,1
32324,0,43,3,0,3,0,4100,0,1,6,0,2,1,1,2,4,2,2,2,1
16734,0,73,6,0,6,0,2080,0,0,1,0,4,2,2,2,2,1,4,1,1
31761,0,78,12,0,12,0,6250,0,0,2,1,4,4,4,1,3,2,2,1,1
10879,0,65,11,0,11,0,5153,0,0,1,1,4,3,4,1,1,2,3,1,1
27872,0,80,2,0,2,0,3245,0,0,3,1,4,1,1,2,3,1,1,1,1
28193,0,68,3,0,3,0,2535,0,0,2,1,4,1,1,1,3,1,3,1,1
398,0,23,3,0,3,0,2557,0,0,47,1,1,1,1,1,2,1,3,3,1
33265,0,39,4,0,4,0,2500,0,0,12,2,1,1,1,1,1,1,3,2,1
30012,0,77,13,0,13,0,2628,0,0,0,2,4,4,4,2,1,1,2,1,1
6227,0,53,37,0,37,0,6816,0,0,1,2,3,4,4,1,3,3,2,1,1
26360,0,47,3,0,3,0,3500,0,0,10,3,2,1,1,2,2,1,1,2,1
18204,0,45,8,0,8,1,4900,0,0,90,3,2,2,3,1,4,2,2,4,1
14672,0,26,3,0,3,0,1200,0,0,13,3,1,1,1,1,2,1,2,2,1
19301,0,30,3,1,2,0,7202,0,0,5,4,1,1,1,3,4,3,2,2,1
31530,0,43,4,0,4,1,5833,2,0,33,4,2,1,1,1,4,2,4,3,1
26583,0,74,8,0,8,0,4052,0,0,8,4,4,3,3,2,2,2,1,2,1
3419,0,73,10,0,10,0,7000,0,0,0,5,4,3,4,2,3,3,2,1,1
11849,0,73,8,0,8,0,7936,0,0,0,6,4,2,3,2,2,4,3,1,1
8266,0,37,6,0,6,0,8750,0,1,7,6,1,2,2,2,1,4,1,2,1
16487,0,34,5,0,5,0,11600,0,0,16,6,1,1,2,1,3,4,1,3,1
12737,0,57,8,0,8,0,3900,0,2,27,7,3,3,3,1,3,1,1,3,1
34652,0,47,4,0,4,0,15183,0,4,81,7,2,1,1,2,4,4,2,4,1
20118,0,70,6,0,6,0,2500,0,0,12,7,4,2,2,2,4,1,3,2,1
32913,0,61,8,1,7,0,7642,0,0,2,8,3,2,3,3,4,4,3,1,1
30128,0,68,8,0,8,0,8465,0,0,1,8,4,3,3,1,2,4,3,1,1
25719,0,54,10,0,10,0,6000,0,1,1,9,3,3,4,2,2,2,2,1,1
99,0,23,3,0,3,0,2200,0,0,35,9,1,1,1,1,3,1,1,3,1
24421,0,57,3,1,2,0,7200,0,1,3,9,3,1,1,3,3,3,2,2,1
25780,0,23,2,0,2,0,3500,0,0,100,9,1,1,1,1,2,1,3,4,1
10226,0,76,6,0,6,0,4900,0,0,2,10,4,2,2,1,1,2,1,1,1
2512,0,56,3,0,3,0,6225,0,0,99,10,3,1,1,1,1,2,3,4,1
35955,0,42,3,0,3,0,7000,0,2,0,11,2,1,1,1,4,3,1,1,1
24116,0,24,7,0,7,0,4100,0,1,15,11,1,2,3,2,1,2,2,3,1
26973,0,47,6,0,6,0,5375,0,2,42,11,2,2,2,1,1,2,3,3,1
28062,0,28,5,0,5,0,5400,0,1,20,11,1,1,2,2,2,2,3,3,1
18281,0,71,5,1,4,0,27083,0,1,13,11,4,2,1,2,1,4,3,2,1
11355,0,45,12,0,12,0,2834,1,0,26,11,2,4,4,2,2,1,4,3,1
34099,0,33,7,0,7,0,5200,1,0,97,12,1,2,3,1,2,2,4,4,1
18751,0,49,14,1,13,0,13000,0,2,5,12,2,4,4,3,3,4,3,2,1
5546,0,63,9,2,7,0,14083,0,1,10,12,4,3,2,4,3,4,1,2,1
29037,0,28,12,0,12,0,2800,1,2,41,12,1,4,4,1,3,1,4,3,1
19512,0,63,8,1,7,0,7050,0,0,11,12,4,3,3,3,3,3,4,2,1
13824,0,75,10,1,9,0,6625,0,0,2,13,4,3,3,2,3,2,1,1,1
28931,0,46,16,0,16,0,8906,0,2,48,13,2,4,4,1,2,4,3,3,1
10114,0,29,8,0,8,0,7900,0,2,32,13,1,3,3,1,2,4,3,3,1
20798,0,55,2,0,2,0,1775,0,1,100,13,3,1,1,2,4,1,3,4,1
34653,0,39,6,0,6,0,3880,0,0,13,13,1,2,2,1,2,1,1,2,1
21207,0,63,5,1,4,0,2500,0,0,4,13,4,2,2,2,3,1,4,2,1
24276,0,54,7,0,7,0,6072,0,1,1,13,3,2,3,1,4,2,4,1,1
30791,0,46,12,0,12,0,7333,0,0,7,14,2,4,4,1,3,3,1,2,1
11420,0,63,4,0,4,0,4700,0,0,94,14,4,1,2,1,1,2,1,4,1
33594,0,29,2,0,2,0,2430,0,0,5,14,1,1,1,1,3,1,3,2,1
23711,0,50,13,1,12,0,11188,1,3,29,14,2,4,4,3,1,4,4,3,1
32265,0,73,8,1,7,0,10500,0,0,52,14,4,3,3,3,2,4,1,3,1
14901,0,37,5,0,5,0,8700,1,1,23,14,1,2,2,1,3,4,4,3,1
28399,0,28,8,0,8,0,2240,1,0,90,14,1,3,3,1,2,1,4,4,1
21956,0,77,9,1,8,0,3500,0,0,3,15,4,3,3,3,3,1,2,2,1
25605,0,67,3,1,2,0,3155,0,0,57,15,4,1,1,3,3,1,2,4,1
1301,0,87,6,1,5,0,3400,0,0,1,15,4,2,2,3,4,1,1,1,1
11785,0,76,6,1,5,0,4060,0,0,4,16,4,2,2,3,3,2,3,2,1
20861,0,56,6,1,5,0,5600,0,0,1,16,3,2,2,3,3,2,2,1,1
12955,0,57,14,1,13,0,6900,0,0,0,16,3,4,4,3,1,3,3,1,1
18929,0,67,15,0,15,0,5390,0,0,31,16,4,4,4,1,1,2,3,3,1
34206,0,70,9,1,8,0,10000,0,0,5,17,4,3,3,3,4,4,1,2,1
19299,0,63,7,1,6,0,6500,0,0,4,17,4,2,2,3,2,2,1,2,1
8141,0,60,4,1,3,0,10500,0,0,1,17,3,1,1,2,1,4,1,1,1
29022,0,34,15,1,14,0,30000,0,2,72,18,1,4,4,3,2,4,3,4,1
15537,0,64,5,0,5,0,617,0,0,0,18,4,2,2,1,4,1,2,1,1
23995,0,66,10,1,9,0,7700,0,0,1,18,4,3,3,2,2,4,1,1,2
26506,0,48,13,0,13,0,5450,0,1,14,18,2,4,4,1,1,2,1,2,2
15065,0,37,5,2,3,0,7654,0,2,5,19,1,2,1,4,3,4,4,2,2
10536,0,63,10,1,9,0,4416,0,0,15,19,3,3,3,3,3,2,2,3,2
77,0,70,12,1,11,0,7500,0,2,2,19,4,4,4,2,2,3,4,1,2
6009,0,33,8,6,2,0,18450,0,0,100,20,1,3,1,4,2,4,2,4,2
21412,0,51,8,2,6,0,16250,0,4,13,20,2,3,2,4,2,4,2,2,2
14476,0,63,14,2,12,0,7120,1,2,1,20,4,4,4,4,3,3,4,1,2
19986,0,49,7,1,6,0,8000,0,1,98,20,2,2,2,2,1,4,3,4,2
7892,0,44,10,0,10,0,6100,0,0,3,20,2,3,4,1,4,2,2,1,2
34866,0,58,13,2,11,0,8700,0,2,2,21,3,4,4,4,2,4,3,1,2
