user_id,default_flag,age,total_loan,sum_real_estate,sum_others,more_90_days_overdue,delayed_30_59,dependents,limite_credito,relacion_deudas_patrimonio,month_salary,cuartil_age,cuartil_total_loan,cuartil_month_salary,cuartil_limite_credito,cuartil_relacion_deudas_patrimonio,rr_age,rr_total_loan,rr_more_90_days_overdue,rr_delayed_30_59,rr_month_salary,rr_limite_credito,rango_age,rango_total_loan,rango_more_90_days_overdue,rango_delayed_30_59,rango_month_salary,rango_limite_credito,riesgo_age,riesgo_total_loan,riesgo_more_90_days_overdue,riesgo_delayed_30_59,riesgo_month_salary,riesgo_limite_credito
28114,1,78,9,0,9,3,2,0,88,48,2817,4,3,1,4,3,0.2987,0.6708,24.6195,5.5689,1.6589,3.921,63 - 97,8 - 10,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Mínimo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
15574,1,32,4,0,4,4,0,0,100,120,5066,1,1,2,4,4,1.7573,1.6775,24.6195,0.1198,1.2387,3.921,21 - 41,1 - 4,1 - 5,0 - 0,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Mínimo,Riesgo Bajo,Riesgo Bajo
26327,1,38,12,1,11,6,1,0,71,120,5066,1,4,2,4,4,1.7573,0.6699,208.9606,5.5689,1.2387,3.921,21 - 41,11 - 42,6 - 10,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Elevado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
6431,1,33,3,0,3,3,0,0,99,9,2700,1,1,1,4,1,1.7573,1.6775,24.6195,0.1198,1.6589,3.921,21 - 41,1 - 4,1 - 5,0 - 0,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Mínimo,Riesgo Bajo,Riesgo Bajo
15970,1,40,5,0,5,1,1,0,120,28,2500,1,2,1,4,2,1.7573,1.1143,24.6195,5.5689,1.6589,3.921,21 - 41,5 - 7,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
15815,1,57,6,0,6,1,5,0,100,30,2260,3,2,1,4,2,0.7329,1.1143,24.6195,32.397,1.6589,3.921,52 - 62,5 - 7,1 - 5,5 - 8,201 - 3999,53 - 120,Riesgo Mínimo,Riesgo Bajo,Riesgo Moderado,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo
21604,1,29,5,0,5,1,1,1,120,33,5150,1,1,2,4,2,1.7573,1.1143,24.6195,5.5689,1.2387,3.921,21 - 41,5 - 7,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
6644,1,37,9,1,8,2,0,2,120,52,6216,1,3,2,4,3,1.7573,0.6708,24.6195,0.1198,1.2387,3.921,21 - 41,8 - 10,1 - 5,0 - 0,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Moderado,Riesgo Mínimo,Riesgo Bajo,Riesgo Bajo
27584,1,47,5,2,3,3,2,1,120,120,7215,2,2,3,4,4,1.2834,1.1143,24.6195,5.5689,0.6857,3.921,42 - 51,5 - 7,1 - 5,1 - 4,6241 - 7499,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
9697,1,36,13,2,11,1,4,2,93,120,450,1,4,1,4,4,1.7573,0.6699,24.6195,5.5689,1.6589,3.921,21 - 41,11 - 42,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
15808,1,29,1,0,1,2,1,0,100,120,5066,1,1,2,4,4,1.7573,1.6775,24.6195,5.5689,1.2387,3.921,21 - 41,1 - 4,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
20410,1,45,7,4,3,1,3,2,0,120,3968,2,2,1,1,4,1.2834,1.1143,24.6195,5.5689,1.6589,0.055,42 - 51,5 - 7,1 - 5,1 - 4,201 - 3999,0 - 2,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Mínimo
21759,1,69,2,0,2,1,1,0,100,7,2200,4,1,1,4,1,0.2987,1.6775,24.6195,5.5689,1.6589,3.921,63 - 97,1 - 4,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Mínimo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
23360,1,51,2,0,2,3,0,1,120,11,1300,2,1,1,4,1,1.2834,1.6775,24.6195,0.1198,1.6589,3.921,42 - 51,1 - 4,1 - 5,0 - 0,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Mínimo,Riesgo Bajo,Riesgo Bajo
35247,1,31,5,0,5,1,1,0,100,15,1200,1,1,1,4,1,1.7573,1.1143,24.6195,5.5689,1.6589,3.921,21 - 41,5 - 7,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
29135,1,37,3,0,3,1,3,3,0,15,6420,1,1,3,1,1,1.7573,1.6775,24.6195,5.5689,0.6857,0.055,21 - 41,1 - 4,1 - 5,1 - 4,6241 - 7499,0 - 2,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Mínimo,Riesgo Mínimo
31521,1,45,3,0,3,2,1,0,99,25,4166,2,1,2,4,2,1.2834,1.6775,24.6195,5.5689,1.2387,3.921,42 - 51,1 - 4,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
2136,1,50,9,0,9,5,0,2,100,27,6291,2,3,3,4,2,1.2834,0.6708,24.6195,0.1198,0.6857,3.921,42 - 51,8 - 10,1 - 5,0 - 0,6241 - 7499,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Moderado,Riesgo Mínimo,Riesgo Mínimo,Riesgo Bajo
29752,1,42,5,1,4,2,1,2,98,41,9166,2,1,4,4,3,1.2834,1.1143,24.6195,5.5689,0.4559,3.921,42 - 51,5 - 7,1 - 5,1 - 4,7500 - 45000,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
35912,1,57,6,2,4,3,3,3,120,58,4200,3,2,2,4,3,0.7329,1.1143,24.6195,5.5689,1.2387,3.921,52 - 62,5 - 7,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Mínimo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
17627,1,40,23,0,23,1,1,2,96,61,3408,1,4,1,4,3,1.7573,0.6699,24.6195,5.5689,1.6589,3.921,21 - 41,11 - 42,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
30417,1,61,2,0,2,3,2,0,120,8,3000,3,1,1,4,1,0.7329,1.6775,24.6195,5.5689,1.6589,3.921,52 - 62,1 - 4,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Mínimo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
5390,1,34,2,0,2,3,1,0,100,12,5409,1,1,2,4,1,1.7573,1.6775,24.6195,5.5689,1.2387,3.921,21 - 41,1 - 4,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
31717,1,37,3,0,3,2,1,0,99,21,2945,1,1,1,4,2,1.7573,1.6775,24.6195,5.5689,1.6589,3.921,21 - 41,1 - 4,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
25607,1,46,5,2,3,4,0,0,100,55,6000,2,1,2,4,3,1.2834,1.1143,24.6195,0.1198,1.2387,3.921,42 - 51,5 - 7,1 - 5,0 - 0,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Mínimo,Riesgo Bajo,Riesgo Bajo
15139,1,67,6,1,5,1,1,0,120,120,6241,4,2,3,4,4,0.2987,1.1143,24.6195,5.5689,0.6857,3.921,63 - 97,5 - 7,1 - 5,1 - 4,6241 - 7499,53 - 120,Riesgo Mínimo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
6156,1,41,3,0,3,1,2,0,120,120,5066,1,1,2,4,4,1.7573,1.6775,24.6195,5.5689,1.2387,3.921,21 - 41,1 - 4,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
25256,1,41,18,7,11,0,1,0,54,120,6900,1,4,3,4,4,1.7573,0.6699,0.094,5.5689,0.6857,3.921,21 - 41,11 - 42,0 - 0,1 - 4,6241 - 7499,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Mínimo,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
8607,1,32,13,0,13,2,1,1,80,120,5066,1,4,2,4,4,1.7573,0.6699,24.6195,5.5689,1.2387,3.921,21 - 41,11 - 42,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
889,1,39,3,2,1,1,1,0,100,120,5066,1,1,2,4,4,1.7573,1.6775,24.6195,5.5689,1.2387,3.921,21 - 41,1 - 4,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
15176,1,32,2,0,2,2,0,1,98,10,3000,1,1,1,4,1,1.7573,1.6775,24.6195,0.1198,1.6589,3.921,21 - 41,1 - 4,1 - 5,0 - 0,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Mínimo,Riesgo Bajo,Riesgo Bajo
1533,1,41,2,0,2,3,1,0,100,13,3750,1,1,1,4,1,1.7573,1.6775,24.6195,5.5689,1.6589,3.921,21 - 41,1 - 4,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
23683,1,47,3,0,3,1,3,0,72,14,5538,2,1,2,4,1,1.2834,1.6775,24.6195,5.5689,1.2387,3.921,42 - 51,1 - 4,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
20457,1,32,4,0,4,4,1,3,82,17,4400,1,1,2,4,1,1.7573,1.6775,24.6195,5.5689,1.2387,3.921,21 - 41,1 - 4,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
5440,1,85,10,0,10,1,4,0,120,48,2500,4,3,1,4,3,0.2987,0.6708,24.6195,5.5689,1.6589,3.921,63 - 97,8 - 10,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Mínimo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
3664,1,48,4,1,3,5,1,4,120,54,7916,2,1,4,4,3,1.2834,1.6775,24.6195,5.5689,0.4559,3.921,42 - 51,1 - 4,1 - 5,1 - 4,7500 - 45000,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
9328,1,45,5,1,4,2,3,3,94,55,5776,2,1,2,4,3,1.2834,1.1143,24.6195,5.5689,1.2387,3.921,42 - 51,5 - 7,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
8343,1,55,10,0,10,0,5,1,88,65,6250,3,3,3,4,3,0.7329,0.6708,0.094,32.397,0.6857,3.921,52 - 62,8 - 10,0 - 0,5 - 8,6241 - 7499,53 - 120,Riesgo Mínimo,Riesgo Mínimo,Riesgo Mínimo,Riesgo Moderado,Riesgo Mínimo,Riesgo Bajo
28169,1,48,14,2,12,0,4,4,81,69,7307,2,4,3,4,3,1.2834,0.6699,0.094,5.5689,0.6857,3.921,42 - 51,11 - 42,0 - 0,1 - 4,6241 - 7499,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Mínimo,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
8225,1,49,4,0,4,2,2,1,76,120,7215,2,1,3,4,4,1.2834,1.6775,24.6195,5.5689,0.6857,3.921,42 - 51,1 - 4,1 - 5,1 - 4,6241 - 7499,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
35154,1,28,1,0,1,1,1,1,100,120,5066,1,1,2,4,4,1.7573,1.6775,24.6195,5.5689,1.2387,3.921,21 - 41,1 - 4,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
33587,1,53,5,0,5,2,4,0,120,15,2300,3,2,1,4,1,0.7329,1.1143,24.6195,5.5689,1.6589,3.921,52 - 62,5 - 7,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Mínimo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
15091,1,53,9,1,8,0,6,0,120,60,5816,3,3,2,4,3,0.7329,0.6708,0.094,32.397,1.2387,3.921,52 - 62,8 - 10,0 - 0,5 - 8,4000 - 6240,53 - 120,Riesgo Mínimo,Riesgo Mínimo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo
5107,1,52,12,2,10,3,1,1,77,72,5300,2,4,2,4,3,0.7329,0.6699,24.6195,5.5689,1.2387,3.921,52 - 62,11 - 42,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Mínimo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
31931,1,45,4,2,2,1,2,0,100,120,7215,2,1,3,4,4,1.2834,1.6775,24.6195,5.5689,0.6857,3.921,42 - 51,1 - 4,1 - 5,1 - 4,6241 - 7499,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
12012,1,51,21,6,15,4,1,2,39,120,3419,2,4,1,3,4,1.2834,0.6699,24.6195,5.5689,1.6589,0.1678,42 - 51,11 - 42,1 - 5,1 - 4,201 - 3999,15 - 52,Riesgo Bajo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Mínimo
31725,1,35,5,0,5,1,1,0,120,19,4000,1,2,1,4,2,1.7573,1.1143,24.6195,5.5689,1.2387,3.921,21 - 41,5 - 7,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
11140,1,30,4,0,4,2,0,1,94,34,1900,1,1,1,4,2,1.7573,1.6775,24.6195,0.1198,1.6589,3.921,21 - 41,1 - 4,1 - 5,0 - 0,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Mínimo,Riesgo Bajo,Riesgo Bajo
22235,1,42,3,2,1,6,2,0,120,38,6820,2,1,3,4,3,1.2834,1.6775,208.9606,5.5689,0.6857,3.921,42 - 51,1 - 4,6 - 10,1 - 4,6241 - 7499,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Elevado,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
30031,1,56,8,1,7,1,1,1,120,52,3761,3,3,1,4,3,0.7329,0.6708,24.6195,5.5689,1.6589,3.921,52 - 62,8 - 10,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Mínimo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
9368,1,30,6,0,6,3,1,2,100,56,2500,1,2,1,4,3,1.7573,1.1143,24.6195,5.5689,1.6589,3.921,21 - 41,5 - 7,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
30265,1,41,15,2,13,0,6,2,120,63,10166,1,4,4,4,3,1.7573,0.6699,0.094,32.397,0.4559,3.921,21 - 41,11 - 42,0 - 0,5 - 8,7500 - 45000,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Mínimo,Riesgo Moderado,Riesgo Mínimo,Riesgo Bajo
23406,1,49,17,9,8,0,1,3,96,120,7416,2,4,3,4,4,1.2834,0.6699,0.094,5.5689,0.6857,3.921,42 - 51,11 - 42,0 - 0,1 - 4,6241 - 7499,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Mínimo,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
23381,1,47,7,1,6,2,4,0,95,120,7215,2,2,3,4,4,1.2834,1.1143,24.6195,5.5689,0.6857,3.921,42 - 51,5 - 7,1 - 5,1 - 4,6241 - 7499,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
10898,1,38,8,0,8,3,1,2,120,120,664,1,3,1,4,4,1.7573,0.6708,24.6195,5.5689,1.6589,3.921,21 - 41,8 - 10,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
19150,1,42,4,0,4,3,2,1,0,1,2728,2,1,1,1,1,1.2834,1.6775,24.6195,5.5689,1.6589,0.055,42 - 51,1 - 4,1 - 5,1 - 4,201 - 3999,0 - 2,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Mínimo
23851,1,73,6,2,4,5,1,0,120,41,3600,4,2,1,4,3,0.2987,1.1143,24.6195,5.5689,1.6589,3.921,63 - 97,5 - 7,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Mínimo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
11890,1,28,15,0,15,1,2,0,80,78,2200,1,4,1,4,3,1.7573,0.6699,24.6195,5.5689,1.6589,3.921,21 - 41,11 - 42,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
4830,1,87,14,3,11,3,7,1,120,120,7351,4,4,3,4,4,0.2987,0.6699,24.6195,32.397,0.6857,3.921,63 - 97,11 - 42,1 - 5,5 - 8,6241 - 7499,53 - 120,Riesgo Mínimo,Riesgo Mínimo,Riesgo Moderado,Riesgo Moderado,Riesgo Mínimo,Riesgo Bajo
11816,1,30,9,0,9,0,3,1,120,16,6277,1,3,3,4,1,1.7573,0.6708,0.094,5.5689,0.6857,3.921,21 - 41,8 - 10,0 - 0,1 - 4,6241 - 7499,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Mínimo,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
29696,1,46,5,0,5,3,1,2,120,20,6516,2,2,3,4,2,1.2834,1.1143,24.6195,5.5689,0.6857,3.921,42 - 51,5 - 7,1 - 5,1 - 4,6241 - 7499,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
29519,1,48,16,1,15,3,4,1,2,53,8830,2,4,4,1,3,1.2834,0.6699,24.6195,5.5689,0.4559,0.055,42 - 51,11 - 42,1 - 5,1 - 4,7500 - 45000,0 - 2,Riesgo Bajo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Mínimo,Riesgo Mínimo
34939,1,48,13,1,12,2,4,3,120,59,8500,2,4,4,4,3,1.2834,0.6699,24.6195,5.5689,0.4559,3.921,42 - 51,11 - 42,1 - 5,1 - 4,7500 - 45000,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
13446,1,29,8,0,8,1,0,0,120,62,3000,1,3,1,4,3,1.7573,0.6708,24.6195,0.1198,1.6589,3.921,21 - 41,8 - 10,1 - 5,0 - 0,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Moderado,Riesgo Mínimo,Riesgo Bajo,Riesgo Bajo
7923,1,53,3,1,2,8,2,1,100,69,4185,3,1,2,4,3,0.7329,1.6775,208.9606,5.5689,1.2387,3.921,52 - 62,1 - 4,6 - 10,1 - 4,4000 - 6240,53 - 120,Riesgo Mínimo,Riesgo Bajo,Riesgo Elevado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
3973,1,42,2,1,1,1,3,3,100,80,3000,2,1,1,4,3,1.2834,1.6775,24.6195,5.5689,1.6589,3.921,42 - 51,1 - 4,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
19324,1,32,12,2,10,1,3,2,120,91,5000,1,4,2,4,4,1.7573,0.6699,24.6195,5.5689,1.2387,3.921,21 - 41,11 - 42,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
29366,1,24,3,0,3,1,1,0,120,94,620,1,1,1,4,4,1.7573,1.6775,24.6195,5.5689,1.6589,3.921,21 - 41,1 - 4,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
31232,1,44,7,1,6,2,5,2,120,31,17500,2,2,4,4,2,1.2834,1.1143,24.6195,32.397,0.4559,3.921,42 - 51,5 - 7,1 - 5,5 - 8,7500 - 45000,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Moderado,Riesgo Mínimo,Riesgo Bajo
18145,1,44,4,1,3,4,0,1,100,45,4500,2,1,2,4,3,1.2834,1.6775,24.6195,0.1198,1.2387,3.921,42 - 51,1 - 4,1 - 5,0 - 0,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Mínimo,Riesgo Bajo,Riesgo Bajo
2447,1,57,5,2,3,3,2,1,67,45,9583,3,1,4,4,3,0.7329,1.1143,24.6195,5.5689,0.4559,3.921,52 - 62,5 - 7,1 - 5,1 - 4,7500 - 45000,53 - 120,Riesgo Mínimo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
25278,1,39,11,1,10,4,4,3,87,51,5206,1,3,2,4,3,1.7573,0.6699,24.6195,5.5689,1.2387,3.921,21 - 41,11 - 42,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
8654,1,44,5,1,4,1,3,4,98,67,2833,2,1,1,4,3,1.2834,1.1143,24.6195,5.5689,1.6589,3.921,42 - 51,5 - 7,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
9060,1,25,1,0,1,5,0,2,120,29,3375,1,1,1,4,2,1.7573,1.6775,24.6195,0.1198,1.6589,3.921,21 - 41,1 - 4,1 - 5,0 - 0,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Mínimo,Riesgo Bajo,Riesgo Bajo
28093,1,44,3,1,2,3,1,4,98,92,2112,2,1,1,4,4,1.2834,1.6775,24.6195,5.5689,1.6589,3.921,42 - 51,1 - 4,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
25406,1,36,11,2,9,0,5,0,75,120,2800,1,4,1,4,4,1.7573,0.6699,0.094,32.397,1.6589,3.921,21 - 41,11 - 42,0 - 0,5 - 8,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo
19678,1,32,1,0,1,2,0,0,100,3,2065,1,1,1,4,1,1.7573,1.6775,24.6195,0.1198,1.6589,3.921,21 - 41,1 - 4,1 - 5,0 - 0,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Mínimo,Riesgo Bajo,Riesgo Bajo
1624,1,39,5,0,5,2,4,4,120,23,5084,1,2,2,4,2,1.7573,1.1143,24.6195,5.5689,1.2387,3.921,21 - 41,5 - 7,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
34603,1,40,11,0,11,1,3,5,77,38,3278,1,4,1,4,3,1.7573,0.6699,24.6195,5.5689,1.6589,3.921,21 - 41,11 - 42,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
31604,1,27,2,0,2,4,1,3,120,38,2400,1,1,1,4,3,1.7573,1.6775,24.6195,5.5689,1.6589,3.921,21 - 41,1 - 4,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
31111,1,31,5,1,4,1,1,1,99,49,6000,1,1,2,4,3,1.7573,1.1143,24.6195,5.5689,1.2387,3.921,21 - 41,5 - 7,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
4179,1,35,11,4,7,1,1,0,94,72,12833,1,3,4,4,3,1.7573,0.6699,24.6195,5.5689,0.4559,3.921,21 - 41,11 - 42,1 - 5,1 - 4,7500 - 45000,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
586,1,29,1,0,1,1,0,0,99,120,5066,1,1,2,4,4,1.7573,1.6775,24.6195,0.1198,1.2387,3.921,21 - 41,1 - 4,1 - 5,0 - 0,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Mínimo,Riesgo Bajo,Riesgo Bajo
